candidate_id,application_year,target_role_family,target_role_level,region,age_group,true_age,highest_degree,school_tier,graduation_year,gpa_bucket,years_experience_total,years_experience_relevant,num_employers,avg_tenure_years,months_since_last_role,num_gaps_over_6mo,most_recent_title,most_recent_company_size,management_years,reports_max,num_skills_listed,num_programming_languages,num_cloud_platforms,num_databases,skill_python,skill_java,skill_javascript,skill_go,skill_kubernetes,skill_aws,skill_gcp,skill_azure,skill_sql,skill_spark,skill_terraform,skill_linux,skill_ml,modern_tech_count,legacy_tech_count,cert_count,has_top_cloud_cert,github_url_present,portfolio_url_present,open_source_mentions,patent_count,resume_word_count,bullet_count,quantified_impact_count,keyword_match_score,format_clean_score,salary_expectation_usd,willing_to_relocate,remote_only,estimated_start_year,tech_recency_score,leadership_signal_score,stability_score,callback,interview,offer,score_base_merit,score_experience_fit,score_management_fit,score_recency_reward,score_senior_title_penalty,score_structural_component,score_explicit_age_penalty,score_noise,score_final
cand_023449,2025,SWE,Director,US-West,40-49,40,Bootcamp,3,2008,3.0-3.4,15.541173,13.279792,4,2.0525677,3,1,Staff Engineer,51-200,4.8044553,18,27,3,0,0,True,False,True,False,True,True,False,False,True,True,True,True,False,2,2,0,False,True,False,False,0,522,53,6,0.47875467,0.9049142,168705,False,False,2009,0.41325092,0.18013367,0.17946623,False,,,0.534547,0.09974756,0.045162685,0.016,-0.0,0.16091025,-0.015,-0.056627687,0.62382954
cand_006623,2025,Sales,Manager,US-Central,30-39,35,MS,5,2012,unknown,11.788687,11.265573,2,2.638333,7,0,Senior Engineer,201-1000,3.1962554,8,28,4,0,2,True,False,False,True,False,True,True,True,True,False,False,True,False,1,1,0,False,True,False,False,0,559,44,4,0.4815392,0.710185,175689,False,False,2013,0.3504745,0.11188767,0.3078055,False,,,0.48457572,0.0999168,0.049939856,0.008,-0.0,0.15785666,-0.005,-0.038042195,0.5993902
cand_038264,2025,IT,Director,Other,<30,25,None,3,2023,3.0-3.4,1.3244884,1.2695495,1,2.3871472,18,1,Junior Engineer,11-50,0.60571855,0,14,2,2,3,True,False,False,False,False,False,False,True,True,False,True,True,True,6,1,0,False,False,False,True,0,872,21,3,0.7973864,0.88118935,106339,False,False,2024,0.7044773,0.018171558,0.2185005,True,,,0.6233231,0.08372027,0.04179931,0.048,-0.0,0.17351958,-0.0,-0.031117097,0.7657256
cand_026241,2025,SRE,Director,US-East,30-39,36,PhD,5,2011,unknown,14.473488,13.02265,4,2.1055655,4,1,Engineering Manager,1000+,3.0773225,11,28,3,2,2,True,True,False,False,True,True,False,False,True,False,True,True,False,4,0,0,False,False,False,False,0,773,39,3,0.5533234,0.88102686,197722,False,False,2011,0.54733133,0.11431968,0.1856493,False,,,0.5378686,0.09983874,0.049990658,0.032,-0.0,0.18182941,-0.005,-0.014575073,0.70012295
cand_047591,2025,Security,Manager,Other,30-39,31,MS,5,2016,3.0-3.4,8.67555,8.431532,3,2.9751935,4,0,Senior Engineer,11-50,0.50381947,0,5,1,1,0,True,False,True,False,False,False,False,False,True,False,False,True,True,6,0,1,False,True,False,False,0,464,16,2,0.7696418,0.9272819,106894,False,False,2016,0.710595,0.015114585,0.3471059,True,,,0.616831,0.098054074,0.041153412,0.048,-0.0,0.18720749,-0.005,0.01776768,0.8168062
cand_024155,2025,Sales,Mid,US-West,50-59,50,HS,3,1998,unknown,26.90345,23.872772,8,3.4971006,2,2,Senior Engineering Manager,1000+,5.5374784,43,16,1,1,1,True,False,False,False,False,True,True,False,True,True,True,True,False,4,0,0,False,False,True,False,0,434,22,3,0.7526094,0.69793016,264039,False,False,1998,0.5888552,0.25212437,0.28799507,False,,,0.5709993,0.080449946,0.040886935,0.032,-0.02,0.13333689,-0.022,0.035045188,0.7173814
cand_032058,2025,SWE,Mid,Other,30-39,37,None,4,2011,unknown,10.970998,9.357438,3,2.5656273,9,0,Staff Engineer,51-200,2.308085,14,21,1,3,3,True,False,True,False,True,False,False,False,True,False,True,True,False,3,0,0,False,False,False,False,0,787,27,4,0.64111394,0.76313055,158746,True,False,2014,0.50072277,0.09724255,0.29932317,True,,,0.551016,0.09892814,0.049257528,0.024,-0.0,0.17218567,-0.005,0.044075925,0.76227754
cand_009331,2025,Data,Manager,India,40-49,45,BS,2,2003,3.5-3.7,20.919794,19.750555,5,3.8522902,0,1,Principal Engineer,51-200,4.54251,20,10,5,1,3,True,True,True,False,True,True,True,False,True,True,True,True,True,3,1,2,False,True,False,False,0,890,25,3,0.8468678,0.6997913,215868,False,True,2004,0.54937357,0.17627531,0.38943383,True,,,0.604362,0.09114648,0.046417136,0.024,-0.01,0.15156361,-0.015,0.042946868,0.78387254
cand_043564,2025,Security,Entry,UK,40-49,49,PhD,5,1999,3.8+,26.963907,26.29458,7,3.4455318,0,0,Principal Engineer,11-50,8.527352,21,39,3,4,0,False,True,False,True,True,True,True,False,False,False,True,True,False,4,3,2,False,True,False,True,0,812,26,4,0.7831918,0.70045567,296568,False,True,1998,0.5966384,0.29782057,0.4019787,False,,,0.5882082,0.07295468,0.019245645,0.032,-0.01,0.11420033,-0.015,-0.015326854,0.6720817
cand_003493,2025,IT,Senior,India,40-49,44,AA,2,2002,unknown,20.800503,16.6048,5,4.3639574,0,1,Principal Engineer,1-10,5.378234,38,36,2,1,0,False,False,False,False,True,True,False,True,False,False,True,True,True,5,0,1,False,False,False,False,0,668,23,4,0.4575708,0.6167823,246623,True,True,2004,0.59151417,0.237347,0.44912833,False,,,0.4575062,0.09678071,0.04189947,0.04,-0.01,0.16868018,-0.015,0.06778438,0.67897075
cand_004878,2025,Security,Director,UK,40-49,45,None,4,2003,<3.0,22.223818,18.725653,5,1.603804,12,2,Principal Engineer,11-50,4.7944355,18,28,2,0,5,False,False,False,False,True,False,False,True,True,False,False,True,False,5,1,1,False,True,False,True,0,831,24,6,0.7484042,0.73236066,241076,False,True,2003,0.63968086,0.17983307,0.067110464,True,,,0.59441364,0.09325745,0.045213606,0.04,-0.01,0.16847105,-0.015,-0.002302641,0.74558204
cand_047062,2025,SRE,Manager,EU,<30,24,BS,3,2023,3.5-3.7,0.34607032,0.32927334,0,3.3748984,5,0,Intern,1-10,2.5551503,6,13,2,1,3,True,False,True,False,False,True,True,False,True,False,False,True,True,3,0,1,False,True,False,True,0,722,28,0,0.49436158,0.7165337,84341,False,False,2025,0.47470564,0.08865452,0.39373815,False,,,0.4663333,0.081042685,0.049691748,0.024,-0.0,0.15473443,-0.0,0.031265832,0.6523336
cand_000998,2025,Sales,Staff,Other,40-49,40,PhD,5,2007,unknown,15.593827,14.367859,5,2.8657966,7,1,Staff Engineer,1-10,1.7690927,11,13,4,2,3,True,True,True,False,True,True,True,False,True,False,False,False,False,2,0,0,False,True,False,False,0,857,37,6,0.7359944,0.6595418,203070,False,False,2009,0.46136555,0.07507278,0.27434292,True,,,0.57550645,0.09913849,0.04768778,0.016,-0.0,0.16282627,-0.015,0.025179297,0.748512
cand_037086,2025,Sales,Staff,Canada,<30,22,HS,5,2024,unknown,0.29653883,0.24449918,0,1.885805,4,0,Intern,11-50,0.0,0,20,3,0,1,True,True,True,False,True,True,True,True,True,False,True,True,False,3,0,0,False,False,True,False,0,788,40,2,0.88437915,0.6247672,55975,False,False,2025,0.5535425,0.0,0.22001058,True,,,0.59648615,0.080794685,0.037741978,0.024,-0.0,0.14253667,-0.0,0.024829797,0.76385266
cand_036437,2025,Data,Staff,US-West,<30,24,HS,4,2022,unknown,2.53255,2.295847,0,2.5389268,7,1,Junior Engineer,11-50,1.1709232,6,50,5,1,2,True,True,True,False,True,True,False,False,True,True,True,True,True,4,0,1,False,False,False,True,1,646,23,5,0.71127206,0.6087634,118885,False,False,2022,0.5764211,0.0471277,0.23620811,True,,,0.5506979,0.08647412,0.0450366,0.032,-0.0,0.16351072,-0.0,0.015187562,0.7293962
cand_034749,2025,Data,Manager,Other,30-39,38,PhD,3,2008,unknown,15.326541,12.878831,3,3.2377958,0,0,Engineering Manager,1-10,4.595451,32,32,2,0,2,True,True,True,False,False,True,False,False,False,False,True,True,False,4,0,0,False,True,False,False,0,872,35,7,0.6222142,0.65312487,204559,True,False,2010,0.5644428,0.20186353,0.37774283,False,,,0.5403999,0.09988089,0.04617679,0.032,-0.0,0.17805769,-0.005,-0.02068231,0.69277525
cand_028616,2025,IT,Mid,US-Central,30-39,38,MS,4,2009,3.0-3.4,11.922137,9.017804,2,3.10232,2,0,Staff Engineer,51-200,2.9720247,22,22,1,0,3,False,True,True,False,False,False,False,True,True,False,False,True,False,4,0,1,False,False,False,False,0,485,24,3,0.60637534,0.9093663,137768,False,False,2013,0.5596084,0.13316074,0.3619373,True,,,0.56210464,0.09863692,0.04999878,0.032,-0.0,0.1806357,-0.005,0.015177459,0.7529178
cand_037095,2025,IT,Mid,UK,50-59,54,HS,2,1993,unknown,30.932722,24.830269,9,3.4020147,0,0,Engineering Manager,11-50,9.8882,61,34,3,2,4,False,True,True,False,False,False,False,True,True,False,False,False,False,4,3,0,False,True,False,True,0,942,17,5,0.7006286,0.91838443,310877,True,True,1994,0.5801257,0.418646,0.39690173,False,,,0.6088969,0.07756633,0.011350877,0.032,-0.0,0.120917216,-0.022,-0.002108442,0.70570564
cand_022810,2025,Sales,Staff,US-Central,40-49,43,None,3,2005,unknown,18.805176,17.756813,6,2.9907718,7,1,Senior Engineering Manager,201-1000,7.960213,61,9,3,2,1,False,False,False,False,True,True,False,False,True,False,False,True,False,7,2,1,False,False,False,False,0,376,34,1,0.8850524,0.6768431,248226,False,True,2006,0.79117715,0.3608064,0.28892335,True,,,0.601137,0.095014244,0.023176922,0.055999998,-0.02,0.15419117,-0.015,0.0046066456,0.74493486
cand_007142,2025,Sales,Senior,US-East,<30,27,MS,3,2020,unknown,3.9095201,3.5623367,0,3.1018171,0,1,Engineer,11-50,3.5142634,15,25,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,4,0,0,False,True,False,False,0,532,35,5,0.8725123,0.7582634,109140,True,True,2021,0.61450243,0.1354279,0.30187863,True,,,0.637032,0.08959528,0.04958847,0.032,-0.0,0.17118376,-0.0,0.01722378,0.8254395
cand_021558,2025,SRE,Staff,India,30-39,34,BS,5,2013,unknown,12.198412,11.941364,2,1.3902433,5,0,Staff Engineer,1000+,2.1016014,5,30,2,2,3,False,False,True,False,True,True,False,False,False,True,True,True,True,1,0,1,True,False,False,False,0,567,43,1,0.70682997,0.8985972,174624,True,False,2013,0.39719933,0.07304804,0.16219504,False,,,0.5831099,0.09999947,0.048754647,0.008,-0.0,0.15675412,-0.005,-0.05142308,0.683441
cand_009935,2025,Data,Manager,Canada,30-39,31,None,1,2017,3.5-3.7,7.244994,7.111418,3,1.9598297,9,0,Staff Engineer,201-1000,0.0,0,17,1,0,4,False,True,True,True,False,True,True,False,True,False,False,False,False,4,1,2,False,True,False,False,0,1025,29,6,0.9546918,0.8147499,93864,False,False,2018,0.62343836,0.0,0.2286468,True,,,0.6830921,0.096379176,0.037741978,0.032,-0.0,0.16612116,-0.005,0.022858137,0.8670714
cand_004788,2025,Data,Senior,UK,<30,24,MS,5,2024,3.5-3.7,1.8915231,1.57096,0,1.9877026,4,0,Junior Engineer,201-1000,0.0,1,44,6,2,2,True,False,True,False,False,False,True,False,False,True,True,True,False,5,0,0,False,True,False,False,1,913,30,10,0.55871606,0.9088985,72598,True,False,2023,0.6084099,0.002,0.23189864,False,,,0.58733034,0.08454832,0.037741978,0.04,-0.0,0.1622903,-0.0,-0.05831322,0.6913074
cand_030510,2025,SRE,Entry,India,30-39,35,AA,3,2012,unknown,13.988828,10.808999,4,4.250813,1,0,Engineering Manager,11-50,3.028744,16,19,6,2,2,True,True,False,False,False,False,True,False,True,True,False,True,False,4,2,3,False,False,False,False,0,520,42,4,0.9265896,0.6500354,173371,False,False,2011,0.6244846,0.122862324,0.4959282,True,,,0.6283134,0.099781334,0.04999871,0.032,-0.0,0.18178006,-0.005,0.028397998,0.83349144
cand_031189,2025,Security,Mid,EU,40-49,45,None,3,2003,unknown,20.235027,18.593155,7,2.8111932,14,2,Engineering Manager,1000+,4.6648417,7,36,2,0,1,True,False,True,False,False,True,False,False,True,False,False,True,False,4,1,1,False,False,False,True,0,629,24,1,0.5250471,0.6578019,216390,False,True,2005,0.5333428,0.15394525,0.20797253,False,,,0.4713269,0.093511775,0.04585148,0.032,-0.0,0.17136326,-0.015,0.026729368,0.65441954
cand_020083,2025,PM,Staff,Canada,<30,23,BS,5,2024,unknown,1.278265,1.2017806,2,0.93151194,0,3,Engineer,11-50,0.0,0,25,2,1,0,True,True,False,False,False,False,False,False,True,False,True,True,False,3,0,2,False,False,False,False,0,509,11,1,0.8309565,0.65017647,99701,False,False,2024,0.54619133,0.0,-0.07132361,False,,,0.5768701,0.083531976,0.037741978,0.024,-0.0,0.14527395,-0.0,-0.025391668,0.6967523
cand_010823,2025,IT,Mid,Canada,30-39,32,None,5,2016,3.5-3.7,8.144747,6.4876113,1,2.896852,4,0,Senior Engineer,1-10,2.119472,5,13,3,1,4,False,False,False,False,True,False,True,False,True,False,False,True,False,5,0,1,True,False,False,False,1,580,16,4,0.5704333,0.9366539,145336,False,False,2017,0.61075336,0.07358416,0.33796608,True,,,0.56098247,0.09541898,0.048803106,0.04,-0.0,0.18422207,-0.005,0.021615654,0.7618202
cand_000672,2025,Security,Entry,India,40-49,43,MS,1,2005,unknown,17.699177,17.391829,5,2.594084,6,1,Staff Engineer,11-50,5.243834,12,27,4,3,1,True,True,False,False,True,True,False,False,True,True,True,True,True,4,0,1,False,True,False,False,0,437,31,7,0.5796321,0.8719924,225107,False,True,2007,0.55092645,0.18131503,0.24264312,False,,,0.5692697,0.095612764,0.04272079,0.032,-0.0,0.17033356,-0.015,-0.01387922,0.71072406
cand_015594,2025,Sales,Entry,Other,40-49,44,AA,3,2004,3.0-3.4,21.348042,20.43948,5,2.0343847,13,1,Engineering Manager,1000+,3.0382047,21,20,5,2,1,True,False,True,True,True,False,True,False,False,False,False,True,True,1,0,1,False,False,False,False,0,817,27,3,0.9077687,0.9102757,232147,True,False,2004,0.43072042,0.13314614,0.17734487,True,,,0.6677742,0.08959104,0.04999772,0.008,-0.0,0.14758876,-0.015,0.012960444,0.8133234
cand_043048,2025,Sales,Entry,US-Central,40-49,48,HS,3,2000,unknown,23.267517,22.533932,7,4.4051332,0,1,Senior Engineering Manager,1000+,9.002441,53,5,1,3,4,False,False,False,False,False,False,False,False,True,False,True,False,True,2,2,0,False,False,False,True,0,591,27,5,0.896148,0.8079793,267231,False,False,2002,0.4992296,0.37607324,0.45393217,True,,,0.6552477,0.08426191,0.016217766,0.016,-0.02,0.096479684,-0.015,0.016040366,0.75276774
cand_021911,2025,Sales,Director,US-Central,<30,22,None,4,2025,unknown,0.0,0.0,0,2.2715719,7,0,Intern,1000+,0.16806462,0,22,2,0,1,True,True,False,False,False,True,False,False,True,True,True,False,False,5,0,0,False,True,False,False,0,657,12,1,0.726618,0.9159663,80377,False,False,2025,0.63949025,0.005041939,0.26501673,True,,,0.59350955,0.08007374,0.038915884,0.04,-0.0,0.15898961,-0.0,0.013675651,0.7661748
cand_011868,2025,SWE,Staff,US-West,40-49,46,HS,3,2001,3.5-3.7,21.416594,17.818611,8,1.1905168,3,0,Principal Engineer,201-1000,5.026609,33,22,5,3,0,True,True,False,False,True,True,False,False,False,False,True,False,False,1,2,0,False,True,True,False,0,569,30,2,0.7355958,0.8122386,251021,True,False,2004,0.40461916,0.21679828,0.13889362,False,,,0.58190626,0.094909415,0.043977354,0.008,-0.01,0.13688676,-0.015,-0.023915244,0.6798778
cand_034690,2025,Sales,Entry,US-Central,50-59,50,PhD,5,1997,3.0-3.4,27.811178,25.178236,6,1.9265128,0,0,Engineering Manager,201-1000,8.321301,27,17,4,0,2,True,True,True,True,True,True,False,False,True,True,True,True,False,3,0,4,True,False,False,False,0,338,14,8,0.97629166,0.7605687,298405,True,True,1997,0.5752583,0.30363905,0.22475983,True,,,0.69181585,0.076490544,0.020638125,0.024,-0.0,0.12112866,-0.022,-0.026192378,0.76475215
cand_011321,2025,Data,Staff,Canada,50-59,51,PhD,3,1996,unknown,28.793945,26.86698,4,3.5789201,5,0,Senior Engineering Manager,51-200,8.876039,29,11,1,0,2,True,False,True,False,False,False,False,False,True,False,True,False,True,2,0,0,False,False,False,True,0,893,28,6,0.79568434,0.98045635,295922,True,False,1996,0.47497022,0.3242812,0.41754067,False,,,0.66058075,0.0710994,0.016996857,0.016,-0.02,0.08409627,-0.022,-0.040789228,0.68188775
cand_044211,2025,IT,Manager,EU,30-39,35,Bootcamp,4,2013,unknown,10.05318,9.879087,3,2.5514896,3,0,Senior Engineer,11-50,1.3207864,4,18,4,1,0,False,True,False,False,False,False,False,False,True,False,True,False,False,5,0,0,True,False,True,False,0,592,27,0,0.5999401,0.830307,175173,False,True,2015,0.617488,0.047623593,0.2976738,False,,,0.52604043,0.09930822,0.045782667,0.04,-0.0,0.1850909,-0.005,-0.020941623,0.6851897
cand_024614,2025,SWE,Senior,US-East,50-59,52,None,1,1994,3.0-3.4,29.647894,27.371374,7,2.4132535,17,1,Engineering Manager,11-50,8.768163,22,7,2,0,4,False,False,True,False,True,True,True,False,True,False,True,True,False,2,3,1,False,False,False,False,0,528,41,2,0.5892341,0.7599158,289027,False,False,1995,0.42368016,0.3070449,0.22154623,False,,,0.5202151,0.069445476,0.017677318,0.016,-0.0,0.1031228,-0.022,0.008029759,0.6093676
cand_012005,2025,PM,Director,EU,40-49,44,HS,1,2003,3.0-3.4,21.734165,17.581285,3,1.9309739,0,1,Engineering Manager,1-10,5.5538507,46,16,4,2,3,True,False,True,False,False,True,True,False,True,False,True,True,False,2,0,2,False,True,True,True,0,397,37,3,0.84351665,0.81818646,257295,True,True,2003,0.4887033,0.25861552,0.16528028,True,,,0.6268681,0.0953065,0.04078057,0.016,-0.0,0.15208708,-0.015,0.032057546,0.79601276
cand_003939,2025,PM,Senior,Canada,40-49,45,Bootcamp,2,2003,3.0-3.4,20.407116,20.065687,5,2.8593543,0,0,Engineering Manager,1000+,7.096838,51,19,3,1,2,True,True,False,True,False,False,False,False,True,False,True,False,False,5,1,3,False,False,False,False,0,976,32,3,0.6621793,0.8968192,262787,False,False,2005,0.63243586,0.31490514,0.3335913,True,,,0.5791266,0.090448104,0.029592484,0.04,-0.0,0.16004059,-0.015,0.026349116,0.75051636
cand_004613,2025,PM,Staff,US-East,30-39,32,AA,1,2014,unknown,10.953465,10.235333,3,4.3409653,5,0,Staff Engineer,51-200,3.2284179,9,27,6,0,1,False,False,False,False,False,True,False,False,True,True,False,False,False,4,0,2,False,True,False,False,0,830,16,6,0.68143183,0.7022186,171234,False,True,2014,0.5721197,0.11485254,0.50644594,False,,,0.56494486,0.099520594,0.049918544,0.032,-0.0,0.18143915,-0.005,-0.07011707,0.671267
cand_036759,2025,Sales,Mid,EU,30-39,36,HS,4,2010,unknown,13.29197,12.556748,2,3.9962175,3,1,Principal Engineer,51-200,2.6229913,7,15,3,2,1,True,False,False,False,True,True,True,False,False,True,False,True,False,2,0,0,True,False,False,False,0,408,33,5,0.6877785,0.70722485,202142,False,False,2012,0.4550557,0.09268974,0.40622535,True,,,0.5621674,0.09995218,0.049778406,0.016,-0.01,0.15573059,-0.005,0.031123614,0.74402165
cand_031458,2025,SRE,Mid,Other,<30,28,Bootcamp,5,2019,unknown,5.543902,4.859799,2,3.123079,0,1,Engineer,201-1000,0.70372033,1,22,1,0,2,True,True,False,True,False,False,False,False,True,False,True,True,False,5,0,0,False,True,True,False,0,604,26,4,0.7955493,0.71286273,98975,False,True,2019,0.65910983,0.02311161,0.30435923,False,,,0.5950148,0.09243388,0.042404097,0.04,-0.0,0.17483798,-0.0,-0.055154115,0.7146987
cand_044952,2025,IT,Senior,US-West,50-59,56,HS,2,1990,<3.0,34.199238,27.81551,5,3.420166,7,0,Director,51-200,11.764901,85,29,5,2,3,True,False,False,False,False,True,False,False,False,True,True,True,True,0,3,3,True,True,False,False,0,462,30,6,0.48975122,0.80679196,347692,False,True,1991,0.2921169,0.522947,0.39901936,False,,,0.51877135,0.0679768,0.0045325686,0.0,-0.03,0.04250937,-0.022,-0.01685856,0.52242213
cand_004347,2025,SRE,Mid,US-West,40-49,47,BS,5,2000,unknown,22.704332,19.313025,10,0.9481147,0,0,Engineering Manager,1-10,7.7363105,52,16,2,1,3,True,False,True,False,False,True,True,True,False,False,False,False,False,4,1,1,False,True,False,False,0,642,14,3,0.81690496,0.6724032,272274,False,False,2002,0.603381,0.3360893,0.110613376,True,,,0.5883974,0.09207826,0.024803955,0.032,-0.0,0.14888223,-0.015,0.050472587,0.77275217
cand_039327,2025,PM,Mid,US-West,40-49,44,None,5,2002,3.5-3.7,22.024582,20.516106,5,2.7846107,0,0,Principal Engineer,11-50,3.1230574,6,26,6,2,3,True,False,False,False,True,False,False,False,True,True,False,True,False,3,0,3,False,False,True,False,0,450,28,3,0.64087594,0.85209423,206289,False,False,2003,0.5081752,0.10569173,0.32487124,False,,,0.5627254,0.08941159,0.049976345,0.024,-0.01,0.15338793,-0.015,0.0068526156,0.70796597
cand_049922,2025,PM,Director,US-Central,30-39,30,AA,4,2018,unknown,5.025144,4.0775332,2,5.8734536,14,1,Engineer,51-200,0.30354962,0,32,2,2,4,True,False,False,True,True,True,True,False,True,False,False,True,False,5,0,2,False,False,False,True,0,858,18,6,0.82363236,0.9895985,129391,False,False,2020,0.65305984,0.009106489,0.6252363,True,,,0.672191,0.09076827,0.039837517,0.04,-0.0,0.17060578,-0.005,0.02144023,0.859237
cand_022393,2025,SWE,Director,US-Central,30-39,35,None,2,2012,unknown,11.582386,11.135674,5,2.6777003,9,0,Senior Engineer,1000+,2.1802702,10,15,4,2,2,False,False,False,True,False,False,False,False,True,False,True,False,False,5,0,2,False,True,True,False,0,818,11,4,0.65997934,0.6366105,141221,False,False,2013,0.62449586,0.085408114,0.31239834,False,,,0.5323149,0.099884786,0.048961014,0.04,-0.0,0.18884578,-0.005,-0.034578543,0.6815821
cand_003156,2025,IT,Staff,US-East,40-49,49,PhD,5,1999,3.5-3.7,25.173645,22.28613,8,2.6246188,0,2,Engineering Manager,1000+,10.379061,27,19,2,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,3,0,2,False,False,False,True,0,985,43,7,0.45474097,0.7450152,295453,True,True,2000,0.4709482,0.36537182,0.1862055,False,,,0.50016236,0.08493546,0.009119762,0.024,-0.0,0.118055224,-0.015,-0.02921712,0.5740005
cand_029917,2025,Sales,Entry,India,30-39,38,MS,4,2008,unknown,15.113667,12.912456,3,3.2515662,10,0,Engineering Manager,1000+,3.0756192,17,33,3,0,2,False,True,False,False,False,True,True,False,True,False,True,True,True,4,0,1,False,True,False,False,0,747,14,1,0.5298434,0.95489544,195194,False,False,2010,0.5376353,0.1262686,0.37934938,False,,,0.53242433,0.0998716,0.049991067,0.032,-0.0,0.18186267,-0.005,-0.027661106,0.6816259
cand_037223,2025,Security,Staff,US-West,40-49,48,AA,4,1998,3.0-3.4,27.138062,26.143597,7,1.3506632,0,0,Director,201-1000,7.5613146,17,10,4,4,6,True,True,False,False,False,False,True,False,True,True,True,True,False,1,1,3,True,False,False,False,1,718,14,7,0.50697833,0.70315564,265544,False,False,1998,0.36139566,0.26083946,0.15757737,False,,,0.51007354,0.07343968,0.02609773,0.008,-0.03,0.07753741,-0.015,0.013468259,0.58607924
cand_013478,2025,Data,Manager,US-Central,<30,25,AA,4,2023,unknown,0.0,0.0,0,2.036664,0,1,Intern,201-1000,0.94237196,4,28,1,1,3,True,True,False,False,False,False,False,False,True,True,True,True,False,3,0,3,False,False,True,False,0,798,18,3,0.45794487,0.8151314,75849,False,False,2025,0.47158897,0.03627116,0.1776108,False,,,0.491307,0.08007374,0.043803588,0.024,-0.0,0.14787732,-0.0,-0.005929125,0.6332552
cand_013871,2025,Security,Staff,US-Central,40-49,40,BS,2,2008,<3.0,15.670899,13.979246,4,3.2415369,15,1,Staff Engineer,1000+,3.1536984,10,13,3,0,3,False,True,False,False,True,True,True,False,True,False,True,True,True,4,2,0,False,True,True,True,0,736,17,2,0.81604725,0.80626863,205779,True,False,2009,0.59070945,0.11461096,0.31817928,True,,,0.60887027,0.09939729,0.049963105,0.032,-0.0,0.1813604,-0.015,0.0056443224,0.78087497
cand_038555,2025,Data,Entry,US-Central,<30,29,None,4,2017,unknown,8.461814,6.632929,2,1.4490579,0,1,Senior Engineer,1000+,2.8148215,5,13,3,2,3,True,True,True,False,True,True,False,False,False,False,False,True,False,5,0,0,False,True,False,False,0,493,10,4,0.5825979,0.86265016,153868,True,False,2017,0.6165196,0.09444465,0.109056756,True,,,0.5504393,0.09565207,0.049946453,0.04,-0.0,0.18559852,-0.0,0.034997344,0.7710352
cand_025329,2025,SRE,Mid,UK,40-49,45,None,5,2003,unknown,21.452633,19.116222,6,3.0420809,22,1,Engineering Manager,11-50,5.7767096,27,29,6,2,2,False,False,False,True,True,True,False,False,False,False,True,True,True,3,2,2,False,True,False,True,1,697,15,3,0.48378122,0.863009,238403,False,False,2004,0.45842293,0.22730128,0.29490945,False,,,0.50992525,0.09248265,0.0392944,0.024,-0.0,0.15577705,-0.015,0.012614374,0.66331667
cand_044684,2025,IT,Senior,US-West,<30,22,HS,5,2025,unknown,0.0,0.0,0,3.0217566,7,0,Intern,51-200,0.0,0,41,5,1,0,True,False,False,False,False,False,True,False,True,False,True,True,False,6,0,1,False,True,False,False,0,755,20,2,0.45058617,0.95548594,51386,False,False,2025,0.6442839,0.0,0.35253826,False,,,0.5108023,0.08007374,0.037741978,0.048,-0.0,0.16581571,-0.0,0.010517977,0.687136
cand_000985,2025,Security,Director,India,40-49,48,MS,3,1999,3.0-3.4,25.766817,25.110786,8,2.0635302,18,1,Principal Engineer,1000+,7.7445216,26,47,4,1,3,True,True,False,False,True,False,False,False,False,False,True,True,False,4,0,2,True,False,False,True,0,561,27,7,0.6497635,0.61698425,272850,False,False,1999,0.55495274,0.28433564,0.18074518,False,,,0.5428141,0.07670015,0.02474369,0.032,-0.01,0.12344385,-0.015,0.015916692,0.66717464
cand_037139,2025,PM,Entry,US-East,30-39,39,Bootcamp,1,2008,unknown,15.802278,13.452463,6,3.045364,1,0,Engineering Manager,51-200,4.3470993,24,30,3,0,3,False,False,True,False,True,True,True,False,True,False,False,True,False,5,0,1,False,True,False,False,0,479,11,3,0.5943656,0.7827886,230226,True,True,2009,0.6180398,0.17841297,0.35529247,False,,,0.53258574,0.09967497,0.04724347,0.04,-0.0,0.18691844,-0.005,0.0013330192,0.7158372
cand_035033,2025,PM,Mid,US-West,50-59,59,PhD,2,1988,unknown,35.06444,27.368666,8,1.700166,12,0,Staff Engineer,51-200,11.249333,52,33,2,0,1,True,True,True,True,True,False,False,False,True,False,False,True,False,1,2,0,False,False,False,False,0,524,18,4,0.79828095,0.89122015,359417,False,False,1990,0.4096562,0.44148,0.1983527,False,,,0.63164234,0.069454394,0.0059620454,0.008,-0.0,0.08341644,-0.022,0.005907056,0.69896585
cand_023730,2025,IT,Director,Canada,50-59,54,HS,3,1994,unknown,31.803724,24.537056,11,3.9609482,0,1,Senior Engineering Manager,51-200,9.153273,63,24,3,2,6,True,True,True,False,True,True,False,True,False,False,False,False,False,3,3,4,False,False,True,False,0,752,32,0,0.91091883,0.6708408,352057,False,False,1993,0.56218374,0.40059817,0.4021106,False,,,0.6029898,0.0784618,0.015314678,0.024,-0.02,0.09777649,-0.022,-0.040233403,0.6385329
